429	48	51
430	48	51
431	48	51
431	49	51
432	49	51
433	49	51
434	49	51
435	49	51
436	49	51
437	49	51
531	49	51
437	50	51
526	50	51
527	50	51
528	50	51
529	50	51
530	50	51
531	50	51
437	51	51
526	51	51
437	52	51
438	52	51
439	52	51
441	52	51
442	52	51
526	52	51
442	53	51
526	53	51
442	54	51
526	54	51
442	55	51
520	55	51
521	55	51
522	55	51
523	55	51
524	55	51
525	55	51
526	55	51
442	56	51
520	56	51
442	57	51
520	57	51
442	58	51
520	58	51
442	59	51
520	59	51
442	60	51
520	60	51
442	61	51
520	61	51
442	62	51
520	62	51
442	63	51
520	63	51
442	64	51
520	64	51
520	65	51
515	66	51
516	66	51
517	66	51
518	66	51
519	66	51
520	66	51
443	67	51
444	67	51
445	67	51
446	67	51
447	67	51
448	67	51
515	67	51
448	68	51
515	68	51
448	69	51
515	69	51
448	70	51
515	70	51
448	71	51
515	71	51
448	72	51
515	72	51
448	73	51
515	73	51
448	74	51
515	74	51
448	75	51
515	75	51
448	76	51
515	76	51
448	77	51
515	77	51
448	78	51
515	78	51
448	79	51
515	79	51
448	80	51
515	80	51
448	81	51
515	81	51
448	82	51
515	82	51
448	83	51
515	83	51
448	84	51
515	84	51
448	85	51
509	85	51
510	85	51
511	85	51
512	85	51
513	85	51
514	85	51
515	85	51
448	86	51
509	86	51
448	87	51
509	87	51
448	88	51
509	88	51
448	89	51
509	89	51
448	90	51
509	90	51
448	91	51
509	91	51
448	92	51
509	92	51
448	93	51
509	93	51
448	94	51
509	94	51
448	95	51
509	95	51
509	96	51
509	97	51
509	98	51
509	99	51
509	100	51
509	101	51
509	102	51
509	103	51
509	104	51
509	105	51
509	106	51
509	107	51
509	108	51
451	109	51
452	109	51
453	109	51
509	109	51
453	110	51
509	110	51
453	111	51
509	111	51
453	112	51
505	112	51
506	112	51
507	112	51
508	112	51
509	112	51
453	113	51
453	114	51
453	115	51
453	116	51
453	117	51
453	118	51
453	119	51
453	120	51
453	121	51
453	122	51
453	123	51
453	124	51
453	125	51
453	126	51
503	126	51
453	127	51
503	127	51
453	128	51
503	128	51
453	129	51
503	129	51
453	130	51
503	130	51
453	131	51
503	131	51
453	132	51
503	132	51
503	133	51
503	134	51
503	135	51
503	136	51
503	137	51
503	138	51
503	139	51
503	140	51
503	141	51
503	142	51
503	143	51
503	144	51
503	145	51
503	146	51
503	147	51
503	148	51
503	149	51
503	150	51
498	151	51
501	151	51
502	151	51
503	151	51
498	152	51
453	154	51
453	155	51
453	156	51
453	157	51
453	158	51
453	159	51
453	160	51
453	161	51
453	162	51
453	163	51
453	164	51
453	165	51
453	166	51
453	167	51
453	168	51
453	169	51
453	170	51
453	171	51
453	172	51
453	173	51
453	174	51
453	175	51
453	176	51
453	177	51
498	177	51
453	178	51
498	178	51
453	179	51
498	179	51
453	180	51
498	180	51
453	181	51
498	181	51
453	182	51
498	182	51
453	183	51
498	183	51
453	184	51
498	184	51
453	185	51
498	185	51
453	186	51
498	186	51
453	187	51
498	187	51
453	188	51
498	188	51
453	189	51
498	189	51
453	190	51
498	190	51
453	191	51
498	191	51
453	192	51
498	192	51
453	193	51
498	193	51
453	194	51
498	194	51
453	195	51
498	195	51
453	196	51
498	196	51
453	197	51
454	197	51
455	197	51
458	197	51
459	197	51
498	197	51
459	198	51
498	198	51
459	199	51
498	199	51
459	200	51
498	200	51
459	201	51
498	201	51
459	202	51
492	202	51
493	202	51
494	202	51
497	202	51
498	202	51
459	203	51
492	203	51
459	204	51
492	204	51
459	205	51
492	205	51
459	206	51
492	206	51
459	207	51
492	207	51
459	208	51
492	208	51
459	209	51
492	209	51
459	210	51
492	210	51
492	211	51
492	212	51
492	213	51
492	214	51
492	215	51
492	216	51
492	217	51
492	218	51
492	219	51
492	220	51
492	221	51
492	222	51
492	223	51
492	224	51
492	225	51
492	226	51
492	227	51
492	228	51
492	229	51
492	230	51
492	231	51
492	232	51
