#DataThief /Users/Mitch/Desktop/./lind.pdf.png Tuesday 7-Aug-2018 9:27:08 AM
1.5008, 7.9027e-3
1.5, 8.0158e-3
1.4992, 8.129e-3
1.4984, 8.2421e-3
1.6108, 8.3561e-3
1.6099, 8.4692e-3
1.6092, 8.5824e-3
1.6084, 8.6955e-3
1.6076, 8.8087e-3
1.72, 8.9226e-3
1.7191, 9.0357e-3
1.7184, 9.1489e-3
1.7176, 9.262e-3
1.83, 9.3759e-3
1.8293, 9.4891e-3
1.8285, 9.6022e-3
1.8277, 9.7154e-3
1.8269, 9.8285e-3
1.826, 9.9417e-3
1.9385, 0.0101
1.9377, 0.0102
2.0501, 0.0103
2.0493, 0.0104
2.0485, 0.0105
2.0477, 0.0106
2.0469, 0.0107
2.1593, 0.0108
2.1585, 0.011
2.1577, 0.0111
2.1569, 0.0112
2.2692, 0.0113
2.2685, 0.0114
2.2677, 0.0115
2.2669, 0.0116
2.3793, 0.0118
2.3785, 0.0119
2.3777, 0.012
2.3769, 0.0121
2.4893, 0.0122
2.4885, 0.0123
2.4877, 0.0124
2.6, 0.0125
2.5993, 0.0127
2.5985, 0.0128
2.5977, 0.0129
2.7101, 0.013
2.7093, 0.0131
2.7085, 0.0132
2.7077, 0.0133
2.8202, 0.0135
2.8194, 0.0136
2.8186, 0.0137
2.8176, 0.0138
2.9302, 0.0139
2.9294, 0.014
2.9285, 0.0141
3.041, 0.0142
3.0402, 0.0144
3.0394, 0.0145
3.1518, 0.0146
3.151, 0.0147
3.1502, 0.0148
3.1494, 0.0149
3.2618, 0.015
3.261, 0.0152
3.2602, 0.0153
3.3726, 0.0154
3.3718, 0.0155
3.371, 0.0156
3.3702, 0.0157
3.4826, 0.0158
3.4818, 0.016
3.4809, 0.0161
3.5934, 0.0162
3.5926, 0.0163
3.5918, 0.0164
3.7042, 0.0165
3.7034, 0.0166
3.7026, 0.0167
3.815, 0.0169
3.8142, 0.017
3.8134, 0.0171
3.8126, 0.0172
3.9251, 0.0173
3.9243, 0.0174
3.9235, 0.0175
4.0359, 0.0177
4.0351, 0.0178
4.0343, 0.0179
4.1467, 0.018
4.1459, 0.0181
4.1451, 0.0182
4.2575, 0.0183
4.2567, 0.0184
4.3691, 0.0186
4.3683, 0.0187
