Erecoil_keV,pdf,cdf
0,0,0
1e-05,55.4763717943354,0.000277381858971677
2e-05,55.4509031022349,0.000832018233454528
3e-05,55.4254410282937,0.00138639995410717
4e-05,55.3999856655243,0.00194052708757626
5e-05,55.3745368870299,0.00249439970033903
6e-05,55.3490949260438,0.0030480178594044
7e-05,55.3236595657911,0.00360138163186357
8e-05,55.2982309345916,0.00415449108436548
9e-05,55.2728089584947,0.00470734628383091
0.0001,55.2473936442275,0.00525994729684453
0.00011,55.2219850828077,0.0058122941904797
0.00012,55.1965832349142,0.00636438703206831
0.00013,55.1711880599659,0.00691622588854271
0.00014,55.1457995869044,0.00746781082677706
0.00015,55.1204178651411,0.00801914191403729
0.00016,55.095042860686,0.00857021921766642
0.00017,55.0696745581491,0.0091210428047606
0.00018,55.0443129792338,0.00967161274244751
0.00019,55.0189581416976,0.0102219290980522
0.0002,54.9936100530754,0.010771991939026
0.00021,54.9682686741003,0.0113218013326619
0.00022,54.9429340572387,0.0118713573463186
0.00023,54.9176061810597,0.0124206600475101
0.00024,54.8922850523022,0.0129697095036769
0.00025,54.8669706808237,0.0135185057823425
0.00026,54.8416630474131,0.0140670489509837
0.00027,54.8163621845894,0.0146153390771437
0.00028,54.791068088614,0.0151633762285097
0.00029,54.7657807559835,0.0157111604727327
0.0003,54.7405002118012,0.0162586918775717
0.00031,54.7152264383092,0.0168059705108222
0.00032,54.6899594314376,0.0173529964401709
0.00033,54.6646992098454,0.0178997697333774
0.00034,54.6394457867715,0.0184462904583604
0.00035,54.6141991413753,0.0189925586830012
0.00036,54.5889592852511,0.0195385744751343
0.00037,54.5637262379646,0.0200843379027504
0.00038,54.5384999909538,0.020629849033895
0.00039,54.5132805467344,0.0211751079365834
0.0004,54.4880679005576,0.0217201146788199
0.00041,54.462862090667,0.022264869328776
0.00042,54.4376630689216,0.0228093719545739
0.00043,54.4124708822519,0.0233536226243298
0.00044,54.3872855216023,0.0238976214063491
0.00045,54.3621069792165,0.0244413683688532
0.00046,54.3369352739869,0.0249848635801192
0.00047,54.3117703914553,0.0255281071084464
0.00048,54.2866123593706,0.0260710990222005
0.00049,54.2614611630013,0.0266138393898124
0.0005,54.2363168084251,0.0271563282796695
