Erecoil_keV,pdf,cdf
0.003005,12.8512419277045,0.994087188106467
0.003006,12.8267715250069,0.994100027113193
0.003007,12.8023431520118,0.994112841670532
0.003008,12.7779567409912,0.994125631820478
0.003009,12.7536122247124,0.994138397604961
0.00301,12.7293095360441,0.994151139065842
0.003011,12.7050486077603,0.994163856244913
0.003012,12.6808293721555,0.994176549183904
0.003013,12.6566517631815,0.994189217924471
0.003014,12.6325157133369,0.99420186250821
0.003015,12.6084211561917,0.994214482976644
0.003016,12.5843680250297,0.994227079371235
0.003017,12.5603562528524,0.994239651733374
0.003018,12.536385773532,0.994252200104387
0.003019,12.5124565208478,0.994264724525534
0.00302,12.4885684284881,0.994277225038009
0.003021,12.4647214298618,0.994289701682938
0.003022,12.4409154592411,0.994302154501383
0.003023,12.4171504506174,0.994314583534338
0.003024,12.3934263380822,0.994326988822732
0.003025,12.3697430560161,0.994339370407429
0.003026,12.3461005385229,0.994351728329226
0.003027,12.3224987201828,0.994364062628856
0.003028,12.2989375354879,0.994376373346983
0.003029,12.2754169192162,0.994388660524211
0.00303,12.2519368056865,0.994400924201073
0.003031,12.2284971302478,0.994413164418041
0.003032,12.2050978276038,0.99442538121552
0.003033,12.1817388327434,0.99443757463385
0.003034,12.158420080571,0.994449744713307
0.003035,12.1351415068267,0.994461891494101
0.003036,12.1119030464282,0.994474015016377
0.003037,12.0887046353093,0.994486115320218
0.003038,12.0655462082211,0.99449819244564
0.003039,12.0424277012934,0.994510246432595
0.00304,12.0193490502054,0.994522277320971
0.003041,11.996310190734,0.994534285150591
0.003042,11.9733110589354,0.994546269961216
0.003043,11.9503515904212,0.99455823179254
0.003044,11.9274317216237,0.994570170684197
0.003045,11.9045513888901,0.994582086675752
0.003046,11.8817105281269,0.99459397980671
0.003047,11.8589090762338,0.994605850116512
0.003048,11.8361469689565,0.994617697644535
0.003049,11.8134241435658,0.994629522430091
0.00305,11.7907405365369,0.994641324512431
0.003051,11.7680960849735,0.994653103930742
0.003052,11.7454907251918,0.994664860724147
0.003053,11.7229243944888,0.994676594931707
0.003054,11.7003970300794,0.994688306592419
0.003055,11.6779085689231,0.994699995745219
0.003056,11.6554589480772,0.994711662428977
0.003057,11.6330481053942,0.994723306682504
0.003058,11.610675978122,0.994734928544546
0.003059,11.5883425039529,0.994746528053787
0.00306,11.5660476201545,0.994758105248849
0.003061,11.543791264956,0.994769660168291
0.003062,11.5215733758166,0.994781192850612
0.003063,11.4993938909809,0.994792703334245
0.003064,11.4772527484429,0.994804191657565
0.003065,11.4551498861208,0.994815657858882
0.003066,11.4330852423702,0.994827101976447
0.003067,11.4110587558101,0.994838524048446
0.003068,11.3890703643029,0.994849924113006
0.003069,11.3671200066562,0.994861302208191
0.00307,11.3452076214313,0.994872658372005
0.003071,11.3233331474523,0.99488399264239
0.003072,11.3014965232998,0.994895305057225
0.003073,11.2796976879852,0.994906595654331
0.003074,11.2579365802777,0.994917864471465
0.003075,11.2362131397093,0.994929111546325
0.003076,11.2145273050688,0.994940336916547
0.003077,11.1928790157394,0.994951540619708
0.003078,11.1712682111963,0.994962722693321
0.003079,11.1496948305109,0.994973883174842
0.00308,11.1281588135098,0.994985022101664
0.003081,11.1066600999451,0.994996139511121
0.003082,11.0851986291684,0.995007235440485
0.003083,11.0637743411175,0.99501830992697
0.003084,11.0423871761481,0.995029363007729
0.003085,11.0210370737265,0.995040394719854
0.003086,10.9997239739032,0.995051405100378
0.003087,10.9784478174695,0.995062394186273
0.003088,10.9572085440088,0.995073362014454
0.003089,10.9360060943318,0.995084308621773
