1	0.155393	0.0691325	9.60343e-11	0.00885466	0.000506287	3.0612e-05	0.125107	0.054352	0.0223536	0.000708365	
2	0.082099	0.000138586	0.0108455	0.00183727	0	2.22402e-06	0.286871	0.000228222	0.00545559	0.000912482	
3	0.0846805	0.000118728	4.71845e-10	0.0108038	0.000702979	3.1949e-05	0.290271	0.000204817	0.0257054	0.000600452	
4	0.0328312	5.00053e-05	0.0100053	0.000280728	0.000244885	6.96688e-06	0.181162	0.000137979	0.0178957	0.000132698	
5	0.0411937	6.97124e-05	0.000549462	0.0010887	0.000361038	2.63019e-05	0.202544	0.000155751	0.016461	0.000520127	
6	0.10674	0.000583262	0.144297	0.0521945	-4.49364e-05	7.14893e-05	0.328878	0.000315099	0.0118564	0.000625855	
7	0.327138	0.000644738	-0.0137804	0.00904437	0.000520678	3.12901e-05	0.572066	0.000563148	0.021482	0.000614912	
8	0.0195073	6143.36	0.00802392	6145.57	0.000549911	6148.36	0.192837	0.0727507	0.023268	0.000409884	
9	0.13223	0.206687	5.55112e-12	0.0310852	0.000572963	4.26256e-05	0.0880153	0.155064	0.0238382	0.000943003	
10	0.102399	0.000197759	0	0.00170764	0.000415507	8.16471e-05	0.320444	0.000313566	0.0156003	0.00188353	
11	0.0788837	0.000225082	0.0141565	0.00469563	0.000321161	1.91979e-05	0.280621	0.000282491	0.0181329	0.00047332	
12	0.0480589	9.00865e-05	0.00535584	0.00251146	0.000389617	5.05697e-05	0.219343	0.000177893	0.0187856	0.000979399	
13	0.492861	0.000972852	0.0238974	0.0313525	0.000810142	0.000199669	0.702064	0.000691347	0.0276181	0.0030395	
14	0.0343254	7.40223e-05	0.0141611	0.00260691	0.000314387	2.2043e-05	0.185647	0.000147418	0.0185848	0.000544982	
15	0.046846	8.63333e-05	0.0191361	0.00429152	2.90118e-05	4.67514e-05	0.216817	0.00015593	0.0144432	0.00189307 	
