1	0.166004	0.000670044	0.00233716	0.00320014	9.52576e-05	9.52081e-06	0.406241	0.000296467	0.00899969	0.000141348	
2	0.126721	0.00069113	0.0066017	0.00305277	7.59044e-05	1.28096e-05	0.356086	0.000275506	0.00877976	0.000440009	
3	0.0802679	0.00110084	0.0171239	0.00420509	0.00018207	2.66854e-05	0.287216	0.000406892	0.0147484	0.00074046	
4	0.20685	0.000326366	7.21645e-12	3.35021e-05	0.000151331	4.83082e-06	0.451554	0.000364359	0.0103193	0.000193036	
5	0.150299	0.000462304	0.00416849	0.00166944	5.40763e-05	5.51498e-06	0.387267	0.000279258	0.00708047	0.000168118	
6	0.163645	0.00394873	0.0285656	0.014543	0.000142535	4.88897e-05	0.410211	0.00040021	0.0139865	0.000745974	
7	0.0922709	0.000718869	0.000696472	0.00441894	0.00014649	1.11985e-05	0.30173	0.000244334	0.011343	0.00019597	
8	0.118942	0.000589952	0.000385049	0.00515324	0.000137343	9.32403e-06	0.342845	0.000264097	0.0108097	0.000196638	
9	0.0863211	0.00180246	0.0137235	0.00802272	0.00011678	2.44364e-05	0.296383	0.000264102	0.0116862	0.000335196	
10	0.130918	0.00794812	0.030449	0.0361324	0.000493483	0.0001641	0.365892	0.00064487	0.0232201	0.00243636	
11	0.12363	0.000787667	0.0160938	0.00319961	8.98899e-05	1.04657e-05	0.354468	0.000298999	0.0107206	0.000223849	
12	0.130988	0.000814785	0.00300699	0.00310211	0.000175811	9.59797e-06	0.359775	0.000250813	0.0125876	0.000140494	
13	1.4988e-11	0.755337	0.0183041	0.0127495	0.00058953	6.09428e-05	0.245464	0.133655	0.0246329	0.00104274	
14	0.185721	0.000273228	0	0.000869786	0.000569211	6.63032e-07	0.425245	0.000319711	0.0227054	1.39458e-05	
15	0.187189	0.000172272	0.0158603	5.77083e-07	5.71605e-05	1.61276e-09	0.435224	0.000313509	0.00893022	8.76636e-07	
