#DataThief /Users/villaa/./lind2_var.png Tuesday 29-Jan-2019 4:15:14 PM
1.1224, 8.4296e-3
1.1353, 8.4795e-3
1.1354, 8.5299e-3
1.1482, 8.5295e-3
1.1482, 8.5799e-3
1.1611, 8.5795e-3
1.1738, 8.5791e-3
1.1865, 8.5787e-3
1.1993, 8.5784e-3
1.212, 8.578e-3
1.2248, 8.5776e-3
1.2373, 8.5268e-3
1.2501, 8.5264e-3
1.2628, 8.5261e-3
1.2756, 8.5257e-3
1.2883, 8.5253e-3
1.301, 8.5249e-3
1.3138, 8.5245e-3
1.3265, 8.5241e-3
1.3391, 8.4734e-3
1.3518, 8.473e-3
1.3646, 8.4726e-3
1.3773, 8.4722e-3
1.39, 8.4718e-3
1.4028, 8.4715e-3
1.4155, 8.4711e-3
1.4283, 8.4707e-3
1.441, 8.4703e-3
1.4537, 8.4699e-3
1.4663, 8.4192e-3
1.479, 8.4188e-3
1.4918, 8.4184e-3
1.5045, 8.418e-3
1.5173, 8.4176e-3
1.53, 8.4172e-3
1.5427, 8.4168e-3
1.5554, 8.4165e-3
1.5682, 8.4161e-3
1.5809, 8.4157e-3
1.5937, 8.4153e-3
1.6064, 8.4149e-3
1.6192, 8.4145e-3
1.6319, 8.4141e-3
1.6446, 8.4138e-3
1.6574, 8.4134e-3
1.6701, 8.413e-3
1.6827, 8.4126e-3
1.6956, 8.4122e-3
1.7083, 8.4118e-3
1.721, 8.4115e-3
1.7338, 8.4111e-3
1.7465, 8.4107e-3
1.7593, 8.4103e-3
1.772, 8.4099e-3
1.7847, 8.4095e-3
1.7974, 8.4091e-3
1.8102, 8.4088e-3
1.823, 8.4084e-3
1.8357, 8.408e-3
1.8484, 8.4076e-3
1.8612, 8.4072e-3
1.8739, 8.4068e-3
1.8866, 8.4064e-3
1.8994, 8.4061e-3
1.9121, 8.4057e-3
1.9249, 8.4053e-3
1.9376, 8.4049e-3
1.9503, 8.4045e-3
1.963, 8.4041e-3
1.9756, 8.3534e-3
1.9884, 8.353e-3
2.0011, 8.3526e-3
2.0139, 8.3522e-3
2.0266, 8.3518e-3
2.0393, 8.3515e-3
2.0521, 8.3511e-3
2.0648, 8.3507e-3
2.0775, 8.3503e-3
2.0901, 8.2995e-3
2.1029, 8.2992e-3
2.1156, 8.2988e-3
2.1283, 8.2984e-3
2.1411, 8.298e-3
2.1538, 8.2976e-3
2.1666, 8.2972e-3
2.1793, 8.2968e-3
2.192, 8.2965e-3
2.2048, 8.2961e-3
2.2175, 8.2957e-3
2.2302, 8.2953e-3
2.2428, 8.2445e-3
2.2556, 8.2442e-3
2.2683, 8.2438e-3
2.281, 8.2434e-3
2.2938, 8.243e-3
2.3065, 8.2426e-3
2.3192, 8.2422e-3
2.332, 8.2419e-3
2.3447, 8.2415e-3
2.3575, 8.2411e-3
2.37, 8.1903e-3
2.3828, 8.1899e-3
2.3955, 8.1896e-3
2.4082, 8.1892e-3
2.421, 8.1888e-3
2.4337, 8.1884e-3
2.4465, 8.188e-3
2.4592, 8.1876e-3
2.4719, 8.1872e-3
2.4845, 8.1365e-3
2.4971, 8.1361e-3
2.5098, 8.0853e-3
2.5226, 8.085e-3
2.5352, 8.0846e-3
2.5479, 8.0338e-3
2.5606, 8.0334e-3
2.5734, 8.033e-3
2.5861, 8.0327e-3
2.5988, 8.0323e-3
2.6116, 8.0319e-3
2.624, 7.9811e-3
2.6369, 7.9807e-3
2.6496, 7.9804e-3
2.6623, 7.98e-3
2.6751, 7.9796e-3
2.6878, 7.9792e-3
2.7004, 7.9285e-3
2.713, 7.9281e-3
2.7259, 7.9277e-3
2.7386, 7.9273e-3
2.7513, 7.9269e-3
2.7641, 7.9265e-3
2.7767, 7.8758e-3
2.7893, 7.825e-3
2.802, 7.8246e-3
2.8147, 7.8242e-3
2.8275, 7.8239e-3
2.8401, 7.8235e-3
2.8529, 7.8231e-3
2.8657, 7.8227e-3
2.8784, 7.8223e-3
2.8912, 7.8219e-3
2.9037, 7.7712e-3
2.9165, 7.7708e-3
2.929, 7.72e-3
2.9418, 7.7196e-3
2.9544, 7.6689e-3
2.967, 7.6685e-3
2.9798, 7.6681e-3
2.9926, 7.6677e-3
3.0053, 7.6673e-3
3.018, 7.667e-3
3.0308, 7.6666e-3
3.0435, 7.6662e-3
3.0561, 7.6154e-3
3.0687, 7.5647e-3
3.0814, 7.5643e-3
3.094, 7.5135e-3
3.1067, 7.5131e-3
