#DataThief /Users/villaa/./lindhard-f-twocol.png Thursday 20-Sep-2018 6:53:04 PM	
2.0166e-3	 0.1561
2.0399e-3	 0.1561
2.0635e-3	 0.1562
2.0874e-3	 0.1577
2.1115e-3	 0.1578
2.1359e-3	 0.1593
2.1606e-3	 0.1593
2.1856e-3	 0.1609
2.2109e-3	 0.1625
2.2365e-3	 0.1625
2.2365e-3	 0.1641
2.2623e-3	 0.1641
2.2885e-3	 0.1657
2.315e-3	 0.1673
2.3417e-3	 0.1673
2.3688e-3	 0.1673
2.3962e-3	 0.1689
2.4239e-3	 0.1689
2.452e-3	 0.1705
2.4803e-3	 0.1721
2.509e-3	 0.1736
2.538e-3	 0.1737
2.5674e-3	 0.1737
2.5971e-3	 0.1753
2.6271e-3	 0.1753
2.6271e-3	 0.1768
2.6575e-3	 0.1769
2.6882e-3	 0.1784
2.7193e-3	 0.1784
2.7507e-3	 0.18
2.7826e-3	 0.18
2.8147e-3	 0.1801
2.8473e-3	 0.1816
2.8802e-3	 0.1817
2.9135e-3	 0.1817
2.9472e-3	 0.1832
2.9472e-3	 0.1848
2.9472e-3	 0.1864
2.9813e-3	 0.1864
3.0158e-3	 0.1864
3.0507e-3	 0.1864
3.0859e-3	 0.1864
3.1216e-3	 0.188
3.1577e-3	 0.188
3.1943e-3	 0.1896
3.2312e-3	 0.1896
3.2686e-3	 0.1896
3.3064e-3	 0.1912
3.3446e-3	 0.1928
3.3833e-3	 0.1928
3.4224e-3	 0.1928
3.462e-3	 0.1944
3.502e-3	 0.196
3.5425e-3	 0.196
3.5835e-3	 0.196
3.6249e-3	 0.1976
3.6669e-3	 0.1976
3.7093e-3	 0.1976
3.7522e-3	 0.1992
3.7956e-3	 0.2008
3.8395e-3	 0.2024
3.8839e-3	 0.204
3.9288e-3	 0.204
3.9742e-3	 0.204
4.0202e-3	 0.204
4.0667e-3	 0.2056
4.1137e-3	 0.2072
4.1613e-3	 0.2088
4.2094e-3	 0.2103
4.2581e-3	 0.2119
4.3073e-3	 0.2119
4.3571e-3	 0.212
4.4075e-3	 0.212
4.4585e-3	 0.2135
4.5101e-3	 0.2151
4.5622e-3	 0.2167
4.615e-3	 0.2167
4.6684e-3	 0.2167
4.7223e-3	 0.2183
4.777e-3	 0.2183
4.8322e-3	 0.2183
4.8322e-3	 0.2199
4.8881e-3	 0.2215
4.9446e-3	 0.2215
5.0018e-3	 0.2215
5.0596e-3	 0.2231
5.1182e-3	 0.2231
5.1773e-3	 0.2247
5.2372e-3	 0.2247
5.2978e-3	 0.2263
5.3591e-3	 0.2263
5.421e-3	 0.2263
5.4837e-3	 0.2279
5.5472e-3	 0.2295
5.6113e-3	 0.2295
5.6762e-3	 0.2311
5.7418e-3	 0.2311
5.8082e-3	 0.2327
5.8754e-3	 0.2327
5.8754e-3	 0.2343
5.8754e-3	 0.2358
5.9434e-3	 0.2359
6.0121e-3	 0.2374
6.0816e-3	 0.2374
6.152e-3	 0.2375
6.2231e-3	 0.2375
6.2951e-3	 0.2375
6.3679e-3	 0.2375
6.3679e-3	 0.2391
6.4415e-3	 0.2407
6.516e-3	 0.2407
6.5914e-3	 0.2422
6.6676e-3	 0.2423
6.7447e-3	 0.2423
6.7447e-3	 0.2438
6.8227e-3	 0.2454
6.9016e-3	 0.2454
6.9814e-3	 0.2455
7.0622e-3	 0.2469
7.1439e-3	 0.2486
7.2265e-3	 0.2502
7.31e-3	 0.2518
7.3946e-3	 0.2518
7.4801e-3	 0.2518
7.5666e-3	 0.2534
7.6541e-3	 0.2534
7.7426e-3	 0.255
7.8322e-3	 0.255
7.9228e-3	 0.2566
8.0144e-3	 0.2566
8.0144e-3	 0.2582
8.1071e-3	 0.2582
8.2008e-3	 0.2598
8.2957e-3	 0.2598
8.3916e-3	 0.2614
8.4887e-3	 0.2629
8.5868e-3	 0.263
8.6861e-3	 0.2645
8.7866e-3	 0.2646
8.8882e-3	 0.2646
8.8882e-3	 0.2661
8.8882e-3	 0.2677
8.991e-3	 0.2677
9.095e-3	 0.2692
9.2002e-3	 0.2692
9.3066e-3	 0.2692
9.4142e-3	 0.2709
9.5231e-3	 0.2725
9.6332e-3	 0.2725
9.7446e-3	 0.2725
9.8573e-3	 0.2741
9.8573e-3	 0.2757
9.9713e-3	 0.2772
0.0101	 0.2772
0.0102	 0.2772
0.0103	 0.2772
0.0104	 0.2772
0.0106	 0.2772
0.0107	 0.2789
0.0108	 0.2805
0.0109	 0.2821
0.0111	 0.2821
0.0112	 0.2821
0.0112	 0.2837
0.0113	 0.2837
0.0114	 0.2852
0.0116	 0.2868
0.0117	 0.2869
0.0118	 0.2884
0.012	 0.2885
0.0121	 0.29
0.0123	 0.29
0.0124	 0.2916
0.0125	 0.2932
0.0127	 0.2932
0.0128	 0.2948
0.013	 0.2948
0.0131	 0.2948
0.0133	 0.2964
0.0134	 0.2964
0.0136	 0.2964
0.0138	 0.2965
0.0139	 0.2965
0.0141	 0.2981
0.0141	 0.2995
0.0142	 0.2995
0.0142	 0.3012
0.0144	 0.3028
0.0146	 0.3044
0.0147	 0.306
0.0149	 0.3075
0.0151	 0.3075
0.0153	 0.3091
0.0154	 0.3091
0.0156	 0.3107
0.0158	 0.3123
0.016	 0.3123
0.016	 0.3139
0.0162	 0.3139
0.0163	 0.3139
0.0165	 0.3155
0.0167	 0.3155
0.0169	 0.3171
0.0171	 0.3171
0.0173	 0.3187
0.0175	 0.3203
0.0177	 0.3203
0.0179	 0.3203
0.0181	 0.3219
0.0183	 0.3219
0.0186	 0.3219
