#DataThief /Users/villaa/./lind2_var.png Wednesday 6-Feb-2019 3:39:53 PM	
0.0908	 6.5381e-4
0.1037	 7.0393e-4
0.1166	 7.5404e-4
0.1294	 8.0416e-4
0.1423	 8.5427e-4
0.1552	 9.0439e-4
0.168	 9.545e-4
0.1808	 9.5412e-4
0.1935	 9.5373e-4
0.2064	 1.0038e-3
0.2192	 1.054e-3
0.2321	 1.1041e-3
0.2449	 1.1037e-3
0.2577	 1.1538e-3
0.2706	 1.2039e-3
0.2833	 1.2035e-3
0.2962	 1.2537e-3
0.3091	 1.3038e-3
0.3219	 1.3539e-3
0.3348	 1.404e-3
0.3475	 1.4036e-3
0.3604	 1.4537e-3
0.3733	 1.5038e-3
0.386	 1.554e-3
0.3989	 1.5536e-3
0.4117	 1.6037e-3
0.4245	 1.6033e-3
0.4372	 1.6029e-3
0.4501	 1.653e-3
0.4628	 1.6526e-3
0.4757	 1.7028e-3
0.4884	 1.7024e-3
0.4885	 1.7529e-3
0.5013	 1.7525e-3
0.5141	 1.8026e-3
0.5269	 1.8022e-3
0.5396	 1.8018e-3
0.5524	 1.8014e-3
0.5651	 1.8011e-3
0.5779	 1.8512e-3
0.5907	 1.8508e-3
0.6036	 1.9009e-3
0.6164	 1.951e-3
0.6293	 2.0011e-3
0.6421	 2.0512e-3
0.6549	 2.0509e-3
0.6676	 2.0505e-3
0.6804	 2.0501e-3
0.6932	 2.1002e-3
0.706	 2.0998e-3
0.7189	 2.1499e-3
0.7316	 2.1495e-3
0.7445	 2.1997e-3
0.7572	 2.1993e-3
0.7699	 2.1989e-3
0.7828	 2.249e-3
0.7955	 2.2486e-3
0.8084	 2.2987e-3
0.8211	 2.2983e-3
0.834	 2.3485e-3
0.8467	 2.3481e-3
0.8595	 2.3477e-3
0.8723	 2.3978e-3
0.8851	 2.3974e-3
0.898	 2.4475e-3
0.9106	 2.4472e-3
0.9236	 2.4973e-3
0.9363	 2.4969e-3
0.9489	 2.4965e-3
0.9616	 2.4456e-3
0.9744	 2.4452e-3
0.987	 2.4448e-3
0.9999	 2.4444e-3
1.0126	 2.4441e-3
1.0253	 2.4437e-3
1.0381	 2.4433e-3
1.0508	 2.4429e-3
1.0635	 2.4425e-3
1.0764	 2.4926e-3
1.0892	 2.4922e-3
1.102	 2.5424e-3
1.1148	 2.542e-3
1.1275	 2.5416e-3
1.1404	 2.5917e-3
1.1531	 2.5913e-3
1.1658	 2.5909e-3
1.1787	 2.641e-3
1.1914	 2.6407e-3
1.2043	 2.6908e-3
1.217	 2.6904e-3
1.2172	 2.7409e-3
1.2299	 2.7405e-3
1.2428	 2.7906e-3
1.2556	 2.8407e-3
1.2684	 2.8404e-3
1.2811	 2.84e-3
1.2939	 2.8396e-3
