#DataThief /Users/villaa/./lind2_var.png Wednesday 6-Feb-2019 3:40:40 PM
1.0592, 0.0207
1.0719, 0.0207
1.0846, 0.0207
1.0973, 0.0207
1.11, 0.0207
1.1099, 0.0206
1.1225, 0.0206
1.1352, 0.0206
1.1478, 0.0205
1.1477, 0.0205
1.1604, 0.0205
1.173, 0.0204
1.1857, 0.0204
1.1984, 0.0204
1.211, 0.0203
1.2237, 0.0203
1.2363, 0.0203
1.249, 0.0203
1.2617, 0.0202
1.2743, 0.0202
1.287, 0.0202
1.2995, 0.0201
1.3123, 0.0201
1.3249, 0.02
1.3375, 0.02
1.3501, 0.0199
1.3627, 0.0199
1.3753, 0.0198
1.3879, 0.0198
1.4007, 0.0198
1.4133, 0.0197
1.426, 0.0197
1.4386, 0.0197
1.4513, 0.0197
1.464, 0.0196
1.4766, 0.0196
1.4893, 0.0196
1.5019, 0.0195
1.5018, 0.0194
1.5144, 0.0194
1.527, 0.0193
1.5396, 0.0193
1.5525, 0.0193
1.5652, 0.0193
1.5779, 0.0193
1.5906, 0.0193
1.6033, 0.0193
1.6032, 0.0192
1.6159, 0.0192
1.6284, 0.0192
1.6411, 0.0191
1.6539, 0.0191
1.6537, 0.0191
1.6536, 0.019
1.6662, 0.019
1.679, 0.019
1.6916, 0.0189
1.7043, 0.0189
1.717, 0.0189
1.7298, 0.0189
1.7425, 0.0189
1.7551, 0.0189
1.7679, 0.0189
1.7805, 0.0188
1.7931, 0.0188
1.8058, 0.0188
1.8184, 0.0187
1.831, 0.0187
1.8436, 0.0186
1.8564, 0.0186
1.869, 0.0186
1.8817, 0.0186
1.8944, 0.0186
1.9071, 0.0185
1.9197, 0.0185
1.9324, 0.0185
1.9449, 0.0184
1.9578, 0.0184
1.9705, 0.0184
1.983, 0.0184
1.9959, 0.0184
2.0085, 0.0183
2.0212, 0.0183
2.0339, 0.0183
2.0466, 0.0183
2.0592, 0.0182
2.0719, 0.0182
2.0846, 0.0182
2.0972, 0.0182
2.11, 0.0182
2.1226, 0.0181
2.1353, 0.0181
2.1481, 0.0181
2.1479, 0.0181
2.1607, 0.0181
2.1734, 0.0181
2.186, 0.018
2.1988, 0.018
2.1985, 0.018
2.2114, 0.018
2.224, 0.0179
2.2366, 0.0179
2.2493, 0.0179
2.2619, 0.0178
2.2747, 0.0178
2.2745, 0.0178
2.2873, 0.0178
2.2999, 0.0177
2.3126, 0.0177
2.3252, 0.0177
2.338, 0.0177
2.3506, 0.0176
2.3633, 0.0176
2.3759, 0.0176
2.3887, 0.0176
2.4013, 0.0175
2.414, 0.0175
2.4139, 0.0175
2.4266, 0.0175
2.4394, 0.0175
2.452, 0.0174
2.4646, 0.0173
2.4773, 0.0173
2.4899, 0.0173
2.5027, 0.0173
2.5025, 0.0172
2.5152, 0.0172
2.5279, 0.0172
2.5405, 0.0171
2.5532, 0.0171
2.5657, 0.0171
2.5786, 0.0171
2.5785, 0.017
2.5912, 0.017
2.6038, 0.017
2.6164, 0.0169
2.629, 0.0169
2.6418, 0.0169
2.6543, 0.0168
2.6671, 0.0168
2.6797, 0.0168
2.6925, 0.0168
2.6923, 0.0167
2.7048, 0.0167
2.7177, 0.0167
2.7303, 0.0166
2.7302, 0.0166
2.7429, 0.0166
2.7555, 0.0165
2.7682, 0.0165
2.7808, 0.0165
2.7936, 0.0165
2.8063, 0.0165
2.8191, 0.0165
2.8317, 0.0165
2.8445, 0.0165
2.8571, 0.0164
2.8699, 0.0164
2.8824, 0.0164
2.8951, 0.0163
2.9078, 0.0163
2.9203, 0.0163
2.9332, 0.0163
2.9458, 0.0162
2.9585, 0.0162
2.9713, 0.0162
2.984, 0.0162
2.9966, 0.0162
3.0094, 0.0162
3.0092, 0.0161
3.022, 0.0161
3.0346, 0.0161
3.0473, 0.0161
3.0599, 0.016
3.0727, 0.016
3.0853, 0.016
3.098, 0.016
3.1106, 0.0159
3.1234, 0.0159
3.136, 0.0159
3.1487, 0.0159
3.1613, 0.0158
3.174, 0.0158
3.1867, 0.0158
3.1994, 0.0158
3.212, 0.0157
3.2246, 0.0157
3.2373, 0.0157
3.25, 0.0156
