EV	DT	TS	P	Type	E1	D3	PX3	PY3	PZ3	X3	Y3	Z3	time3	PX1	PY1	PZ1	X1	Y1	Z1	time1	nCap	
16400	1	500009	300000	22	3.390940047	0	-1.240731635	-0.899070617	3.025017593	-18.39502831	4.475218031	53.368999	2.793697603	-1.240731635	-0.899070617	3.025017593	-12.17458464	8.982734379	38.20298646	2.736989788	0	
16400	1	1100001	500000	11	1.48244251	1.03232986	-0.01900448846	0.7991841056	0.1534898706	-12.28908031	9.232205056	38.56006896	2.738544085	-0.4898271525	1.067267515	1.527644665	-12.17458464	8.982734379	38.20298646	2.736989788	0	
16400	1	1100002	500000	11	0.4501126505	0.1473285923	-0.4188101532	0.04638250988	-0.2917728192	-12.29087641	9.307735202	38.57457514	2.738847082	-0.01900448846	0.7991841056	0.1534898706	-12.28908031	9.232205056	38.56006896	2.738544085	0	
16400	1	1100003	500000	11	0.2127445153	0.2127445153	-0	0	-0	-12.31132403	9.309999742	38.56032988	2.738964953	-0.4188101532	0.04638250988	-0.2917728192	-12.29087641	9.307735202	38.57457514	2.738847082	0	
16400	1	1700001	1100000	22	0.09003954283	0	-0.07487475166	-0.008041548922	-0.03833529956	-13.651379	11.07991378	37.29741521	2.747431237	-0.04760081654	0.06200440014	-0.04468485091	-12.29087641	9.307735202	38.57457514	2.738847082	0	
16400	1	1700002	1100000	22	0.08450142092	0	0.06322110352	0.01033330759	-0.01216792958	-13.797575	11.06421233	37.22256398	2.747981592	-0.07487475166	-0.008041548922	-0.03833529956	-13.651379	11.07991378	37.29741521	2.747431237	0	
16400	1	1700003	1100000	22	0.06520539615	0.011103	0	0	-0	-13.4901715	11.11445655	37.16339917	2.749039164	0.06322110352	0.01033330759	-0.01216792958	-13.797575	11.06421233	37.22256398	2.747981592	0	
16400	1	2000001	1700000	11	0.05410239615	0.05410239615	0	0	-0	-13.48932804	11.11651656	37.16209875	2.749059304	0.0789427432	0.1928050422	-0.1217121981	-13.4901715	11.11445655	37.16339917	2.749039164	0	
16400	1	1900001	1700000	11	0.01929602477	0.01929602477	-0	-0	-0	-13.79801551	11.06415371	37.22248051	2.747987235	-0.1380958552	-0.01837485651	-0.02616736998	-13.797575	11.06421233	37.22256398	2.747981592	0	
16400	1	1800001	1700000	11	0.005538121915	0.005538121915	0	0	-0	-13.65135677	11.07997088	37.29741003	2.747432641	0.02727393511	0.07004594906	-0.006349551353	-13.651379	11.07991378	37.29741521	2.747431237	0	
17059	1	300019	0	22	1.643136079	0	-0.06191484571	0.2898854883	0.03842609108	-7.276171971	15.02466737	30.16800753	2.753661842	-0.5491944285	-0.954280755	1.219684342	-2.717665277	22.94553288	20.044199	2.708168347	0	
17059	1	300020	0	22	0.2989040129	0	0.1631973071	0.01493408945	0.08710979923	-10.53187377	30.2678727	32.18858745	2.806089549	-0.06191484571	0.2898854883	0.03842609108	-7.276171971	15.02466737	30.16800753	2.753661842	0	
17059	1	300021	0	22	0.1855923091	0	0.1795936134	0.002384228718	0.0277873349	-5.358477025	30.74128719	34.94999056	2.825714206	0.1631973071	0.01493408945	0.08710979923	-10.53187377	30.2678727	32.18858745	2.806089549	0	
17059	1	300022	0	22	0.1817462146	0	0.1362315842	-0.09362621579	-0.02932416888	-2.996076988	30.77264967	35.31550913	2.833688775	0.1795936134	0.002384228718	0.0277873349	-5.358477025	30.74128719	34.94999056	2.825714206	0	
17059	1	300023	0	22	0.1678833514	0.011103	0	-0	-0	8.637105448	22.77765456	32.81143925	2.881508564	0.1362315842	-0.09362621579	-0.02932416888	-2.996076988	30.77264967	35.31550913	2.833688775	0	
17059	1	1000001	300000	11	0.1567803514	0.1567803514	0	-0	-0	8.642230136	22.76400378	32.80682253	2.881587812	0.1440440465	-0.3836943147	-0.1297661032	8.637105448	22.77765456	32.81143925	2.881508564	0	
17059	1	900001	300000	11	0.01386286316	0.01386286316	0	0	0	-2.995981307	30.77286152	35.31563515	2.833692638	0.04336202928	0.09601044451	0.05711150377	-2.996076988	30.77264967	35.31550913	2.833688775	0	
17059	1	800001	300000	11	0.003846094503	0.003846094503	-0	0	0	-5.358486245	30.74129424	34.95002392	2.825715172	-0.01639630635	0.01254986073	0.05932246433	-5.358477025	30.74128719	34.94999056	2.825714206	0	
17059	1	700001	300000	11	0.1133117038	0.1133117038	-0	0	-0	-10.53749017	30.27473255	32.18737282	2.806141506	-0.2251121528	0.2749513989	-0.04868370815	-10.53187377	30.2678727	32.18858745	2.806089549	0	
17059	1	600001	300000	11	1.344232066	1.344232066	0	-0	0	-7.383505559	14.75061355	30.42820453	2.755024983	-0.4872795828	-1.244166243	1.181258251	-7.276171971	15.02466737	30.16800753	2.753661842	0	
17258	1	100021	0	2112	2.744904261	0	-0	0	0	18.89834133	-33.43245739	26.82279028	38.33195002	-4.692717876	64.36356193	31.63666725	19.80800561	-45.90907224	20.69015093	37.72263459	0	
17258	1	1000001	100000	72032	0.05038890967	0.05038890967	-0	0	0	18.89834089	-33.43245475	26.82279233	38.33195919	-10.6239909	64.34232728	49.97163736	18.89834133	-33.43245739	26.82279028	38.33195002	0	
17258	1	1000002	100000	72032	0	0	-0	0	0	18.89834089	-33.43245475	26.82279233	38.33195919	-0	0	0	18.89834089	-33.43245475	26.82279233	38.33195919	0	
17258	1	900001	100000	2112	0.1800461188	0	6.007094584	-0.4951528399	-17.379075	21.24136816	-33.62558843	20.044199	39.55462343	6.007094584	-0.4951528399	-17.379075	18.89834133	-33.43245739	26.82279028	38.33195002	0	
17258	1	1300001	100000	22	0.8340002951	0	-0.1671833814	0.01483708231	-0.816937005	17.51112566	-33.30934568	20.044199	38.35503324	-0.1671833814	0.01483708231	-0.816937005	18.89834133	-33.43245739	26.82279028	38.33195002	0	
17258	1	1200001	100000	22	0.63000045	0	-0.2694282692	-0.5325182685	-0.2018248461	11.1533982	-48.74014473	21.02116463	38.39235813	-0.2694282692	-0.5325182685	-0.2018248461	18.89834133	-33.43245739	26.82279028	38.33195002	0	
17258	1	1100001	100000	22	1.050468804	0	0.207800522	0.7602663003	0.3896585316	25.97105365	-15.26243223	27.44594088	38.39702165	0.3808524822	0.978422262	0.03355550782	18.89834133	-33.43245739	26.82279028	38.33195002	0	
17258	1	1100002	100000	22	0.8792153749	0	0.4290317618	0.6210036372	0.2847655403	27.35744481	-10.19013274	30.0456415	38.41658817	0.207800522	0.7602663003	0.3896585316	25.97105365	-15.26243223	27.44594088	38.39702165	0	
17258	1	1100003	100000	22	0.8067249736	0	0.4290317618	0.6210036372	0.2847655403	46.71385787	17.82738014	42.89326704	38.5379942	0.4290317618	0.6210036372	0.2847655403	27.35744481	-10.19013274	30.0456415	38.41658817	0	
17258	1	5000001	1100000	11	0.07249040135	0.07249040135	-0	0	0	27.35413006	-10.18804613	30.04721313	38.41661733	-0.2212312398	0.1392626631	0.1048929913	27.35744481	-10.19013274	30.0456415	38.41658817	0	
17258	1	4900001	1100000	11	0.1712534291	0.1712534291	0	0	-0	25.97781154	-15.25391297	27.43203462	38.39711052	0.1730519603	0.2181559618	-0.3561030238	25.97105365	-15.26243223	27.44594088	38.39702165	0	
18744	1	200018	0	22	9.637	0	-3.234581144	-2.4994434	8.72708637	-19.96338307	42.30150205	53.368999	2.722673887	-3.234581144	-2.4994434	8.72708637	-11.84137351	48.57758612	31.45534905	2.641956592	0	
18920	1	200017	0	22	9.637	0	0.2014866056	-1.676456435	2.531756547	8.292520778	43.06765628	27.61583609	2.613377881	-3.022298263	-2.594550471	8.775294301	10.90026758	45.30632702	20.044199	2.585641534	0	
18920	1	200018	0	22	3.043171741	0	0.2014866056	-1.676456435	2.531756547	10.3420533	26.01465183	53.368999	2.716633666	0.2014866056	-1.676456435	2.531756547	8.292520778	43.06765628	27.61583609	2.613377881	0	
18920	1	300001	200000	11	6.593828259	0.4423106534	0.4910165967	-1.243261927	6.507012288	8.083855453	42.8511947	28.1880687	2.615475226	-3.223784868	-0.9180940362	6.243537754	8.292520778	43.06765628	27.61583609	2.613377881	0	
18920	1	300002	200000	11	6.151517606	1.077470204	-0.4693789733	-1.922870445	5.197487378	7.559929682	43.12075934	29.92467517	2.620867858	0.4910165967	-1.243261927	6.507012288	8.083855453	42.8511947	28.1880687	2.615475226	0	
18920	1	300003	200000	11	5.074047401	1.583103594	-3.476244731	1.697131225	0.8887597018	7.485274194	43.60233869	31.67307944	2.625804407	-0.4693789733	-1.922870445	5.197487378	7.559929682	43.12075934	29.92467517	2.620867858	0	
18920	1	300004	200000	11	3.490943808	1.495209442	-1.266871483	-2.007502029	0.6225464473	6.295544963	44.18317427	31.97725348	2.630373077	-3.476244731	1.697131225	0.8887597018	7.485274194	43.60233869	31.67307944	2.625804407	0	
18920	1	300005	200000	11	1.995734365	1.356720707	-0.0701148781	0.8609999185	-0.5614018746	5.946010366	43.62929693	32.14901638	2.632680066	-1.266871483	-2.007502029	0.6225464473	6.295544963	44.18317427	31.97725348	2.630373077	0	
18920	1	300006	200000	11	0.639013658	0.639013658	-0	0	-0	5.936838564	43.74192525	32.0755788	2.633181876	-0.0701148781	0.8609999185	-0.5614018746	5.946010366	43.62929693	32.14901638	2.632680066	0	
20322	1	8600013	100000	22	0.601300362	0	0.0001647575737	0.4757250379	0.09333911433	-3.01489518	-18.56339849	51.12089087	429078.995	0.2616882351	0.5182442036	-0.1565386164	-6.77309532	-26.00609242	53.368999	429078.9662	0	
20322	1	8600014	100000	22	0.4847953477	0	0.0001647575737	0.4757250379	0.09333911433	-3.010926932	-7.105379688	53.368999	429079.034	0.0001647575737	0.4757250379	0.09333911433	-3.01489518	-18.56339849	51.12089087	429078.995	0	
20322	1	8800001	8600000	11	0.1165050144	0.1165050144	0	0	-0	-3.008164468	-18.5623042	51.11445987	429078.9951	0.2615234776	0.04251916566	-0.2498777307	-3.01489518	-18.56339849	51.12089087	429078.995	0	
20362	1	200021	0	22	0.853210979	0	-0.2267076198	0.1811546723	0.3083685314	31.2637742	10.53798332	31.57136748	2.796771532	0.08543806131	-0.3924170478	0.7527802953	29.95547889	16.54698416	20.044199	2.753191241	0	
20362	1	200022	0	22	0.4234436342	0	0.1135870615	0.01300750837	-0.121116872	24.9313382	15.5980266	40.18477003	2.836224493	-0.2267076198	0.1811546723	0.3083685314	31.2637742	10.53798332	31.57136748	2.796771532	0	
20362	1	200023	0	22	0.1665548333	0	0.08842920168	0.01237377909	-0.1394726733	26.54936935	15.78331667	38.45947782	2.844138466	0.1135870615	0.01300750837	-0.121116872	24.9313382	15.5980266	40.18477003	2.836224493	0	
20362	1	200024	0	22	0.1656063427	0	0.02397927694	-0.07598361291	-0.1317589672	27.08282811	15.85796283	37.61809378	2.847470899	0.08842920168	0.01237377909	-0.1394726733	26.54936935	15.78331667	38.45947782	2.844138466	0	
20362	1	200025	0	22	0.1539770781	0	0.05649299068	-0.01946308329	0.08680762229	27.79177865	13.61149713	33.72262224	2.862655914	0.02397927694	-0.07598361291	-0.1317589672	27.08282811	15.85796283	37.61809378	2.847470899	0	
20362	1	200026	0	22	0.1053842156	0.011103	0	-0	0	29.98582458	12.85559984	37.09401237	2.87630822	0.05649299068	-0.01946308329	0.08680762229	27.79177865	13.61149713	33.72262224	2.862655914	0	
20362	1	1400001	200000	11	0.09428121558	0.09428121558	0	0	0	29.98978022	12.86073019	37.09512156	2.876349125	0.195246778	0.2532299381	0.05474886772	29.98582458	12.85559984	37.09401237	2.87630822	0	
20362	1	1300001	200000	11	0.04859286256	0.04859286256	-0	-0	-0	27.79147258	13.61096507	33.72056474	2.862673486	-0.03251371374	-0.05652052961	-0.2185665895	27.79177865	13.61149713	33.72262224	2.862655914	0	
20362	1	1200001	200000	11	0.01162926452	0.01162926452	0	0	-0	27.08294424	15.85812205	37.61807988	2.84747404	0.06444992475	0.088357392	-0.007713706138	27.08282811	15.85796283	37.61809378	2.847470899	0	
20362	1	1100001	200000	11	0.0009484906048	0.0009484906048	0	0	0	26.54937352	15.78331677	38.45948087	2.844138749	0.02515785978	0.0006337292783	0.01835580136	26.54936935	15.78331667	38.45947782	2.844138466	0	
20362	1	1000001	200000	11	0.2568888009	0.2568888009	-0	0	0	24.91129452	15.60793063	40.21006713	2.836375368	-0.3402946812	0.1681471639	0.4294854034	24.9313382	15.5980266	40.18477003	2.836224493	0	
20362	1	900001	200000	11	0.4297673448	0.4297673448	0	-0	0	31.2932676	10.48378882	31.61335817	2.797068045	0.3121456811	-0.5735717201	0.4444117638	31.2637742	10.53798332	31.57136748	2.796771532	0	
21535	1	9800010	100000	22	7.363204206	0	-4.309993592	-5.44883103	2.43946138	-31.69996774	37.87660052	53.368999	278721.9276	-4.309993592	-5.44883103	2.43946138	-30.05017785	39.96231739	52.43521601	278721.9182	0	
22223	1	200018	0	22	3.727857243	0	-0.1550339418	-0.3905137572	-0.1563452165	15.03525701	-45.6679981	24.63381568	2.733888873	-1.88945397	-0.5084290366	3.173071577	17.76821442	-44.93259256	20.044199	2.715902851	0	
22223	1	200019	0	22	0.448308314	0	-0.1550339418	-0.3905137572	-0.1563452165	14.12386365	-47.96369956	23.71471377	2.74267981	-0.1550339418	-0.3905137572	-0.1563452165	15.03525701	-45.6679981	24.63381568	2.733888873	0	
22223	1	400001	200000	11	3.279548929	0.1351396834	-2.481265843	-0.8972630252	2.342118568	14.8497932	-45.67704974	24.81620224	2.734722398	-1.734420028	-0.1179152794	3.329416794	15.03525701	-45.6679981	24.63381568	2.733888873	0	
22223	1	400002	200000	11	3.053885435	0.4167138056	-1.690541357	-0.4023593828	2.574885377	14.54645009	-45.68806741	25.2454779	2.736411391	-2.481265843	-0.8972630252	2.342118568	14.8497932	-45.67704974	24.81620224	2.734722398	0	
22223	1	400003	200000	11	2.637171629	0.393460511	-0.3988703515	1.318400211	2.330242644	14.4972973	-45.66805339	25.8134115	2.738084438	-1.690541357	-0.4023593828	2.574885377	14.54645009	-45.68806741	25.2454779	2.736411391	0	
22223	1	400004	200000	11	2.243711118	0.563083469	-0.006863683732	0.6756045238	2.021291297	14.16008901	-45.21888129	26.04696692	2.739678249	-0.3988703515	1.318400211	2.330242644	14.4972973	-45.66805339	25.8134115	2.738084438	0	
22223	1	400005	200000	11	1.680627649	1.474467556	-0.1023934379	-0.4289626481	0.1791624105	14.15837755	-45.05041935	26.55097575	2.741501139	-0.006863683732	0.6756045238	2.021291297	14.16008901	-45.21888129	26.04696692	2.739678249	0	
22223	1	400006	200000	11	0.1873651963	0.1873651963	-0	-0	0	14.15398714	-45.06881237	26.55865786	2.741601027	-0.1023934379	-0.4289626481	0.1791624105	14.15837755	-45.05041935	26.55097575	2.741501139	0	
22223	1	1300001	400000	22	0.01879489735	0.011103	-0	-0	-0	14.1551887	-45.07899635	26.53816728	2.741606139	-0.001903998245	-0.01706271231	-0.007647666696	14.15837755	-45.05041935	26.55097575	2.741501139	0	
22223	1	1200001	400000	22	0.09052381092	0.011103	-0	-0	0	14.82343015	-45.74329663	24.90288948	2.735096798	-0.02126188883	-0.05342834289	0.06991355092	14.8497932	-45.67704974	24.81620224	2.734722398	0	
22223	1	2200001	1200000	11	0.07942081092	0.07942081092	-0	-0	-0	14.82016621	-45.7454662	24.89991269	2.73512957	-0.1961479751	-0.1303808457	-0.1788920562	14.82343015	-45.74329663	24.90288948	2.735096798	0	
22223	1	2100001	1300000	11	0.007691897351	0.007691897351	-0	-0	0	14.15518853	-45.07909375	26.53819539	2.74160811	-0.0001409963326	-0.08550611693	0.02467694667	14.1551887	-45.07899635	26.53816728	2.741606139	0	
22332	1	12200023	100000	22	0.7393212547	0	-0.4082725914	0.1891790601	0.2370059869	5.804932414	-39.17219025	50.55193369	314345.7284	-0.1881129508	0.06640116303	0.7118990946	13.86632768	-42.01774671	20.044199	314345.6227	0	
22332	1	12200024	100000	22	0.5085735576	0	-0.4082725914	0.1891790601	0.2370059869	0.9521834616	-36.92359825	53.368999	314345.7485	-0.4082725914	0.1891790601	0.2370059869	5.804932414	-39.17219025	50.55193369	314345.7284	0	
22332	1	13800001	12200000	11	0.2307476971	0.2307476971	0	-0	0	5.816595726	-39.17869461	50.57709192	314345.7285	0.2201596406	-0.122777897	0.4748931077	5.804932414	-39.17219025	50.55193369	314345.7284	0	
22709	1	200020	0	22	4.421892465	0	-1.154142585	-1.542429868	1.671252148	-29.2096608	17.19973794	50.30950789	2.747106219	-1.601535416	-1.230861861	3.933598398	-16.88736473	26.67005256	20.044199	2.633620146	0	
22709	1	200021	0	22	2.550336987	0	-1.154142585	-1.542429868	1.671252148	-31.32250115	14.37607637	53.368999	2.762679642	-1.154142585	-1.542429868	1.671252148	-29.2096608	17.19973794	50.30950789	2.747106219	0	
22709	1	500001	200000	11	1.871555478	1.009722518	0.2018747482	-1.250766583	-0.1355617912	-29.32902387	17.28286336	50.91309513	2.749226548	-0.4473928313	0.3115680071	2.262346251	-29.2096608	17.19973794	50.30950789	2.747106219	0	
22709	1	500002	200000	11	0.8618329604	0.8050390203	0.1085871369	-0.1899996193	0.1156624958	-29.29591646	17.07773791	50.89086303	2.749977553	0.2018747482	-1.250766583	-0.1355617912	-29.32902387	17.28286336	50.91309513	2.749226548	0	
22709	1	500003	200000	11	0.05679394007	0.05679394007	0	-0	0	-29.29468857	17.07558943	50.89217092	2.749998971	0.1085871369	-0.1899996193	0.1156624958	-29.29591646	17.07773791	50.89086303	2.749977553	0	
22974	1	800143	100000	2112	1.106844934e-06	0	0.02489687451	-0.02577608842	-0.02725386433	0.6979827725	-18.6538656	22.5640329	16580.81935	0.01306931525	-0.02374951212	0.03667505953	-0.1999708792	-17.02210749	20.044199	16365.48794	0	
22974	1	800144	100000	2112	1.078708465e-06	0	0.04239172808	0.01424269544	-7.704688846e-05	1.590163287	-19.57755278	21.58738956	16693.12826	0.02489687451	-0.02577608842	-0.02725386433	0.6979827725	-18.6538656	22.5640329	16580.81935	0	
22974	1	800145	100000	2112	1.064278763e-06	0	-0.01404001723	-0.002706409665	0.0412012198	4.293679105	-18.66923047	21.58247593	16893.00124	0.04239172808	0.01424269544	-7.704688846e-05	1.590163287	-19.57755278	21.58738956	16693.12826	0	
22974	1	800146	100000	2112	1.012163352e-06	0	0.01274408	0.03287601619	-0.02213613902	2.546414566	-19.00604015	26.70992193	17283.03061	-0.01404001723	-0.002706409665	0.0412012198	4.293679105	-18.66923047	21.58247593	16893.00124	0	
22974	1	800147	100000	2112	9.223693951e-07	0	0.01274408	0.03287601619	-0.02213613902	6.383963032	-9.106282344	20.044199	18226.76913	0.01274408	0.03287601619	-0.02213613902	2.546414566	-19.00604015	26.70992193	17283.03061	0	
22974	1	5900001	800000	72032	1.069856808e-07	1.069856808e-07	-0	-0	0	2.546414547	-19.00604023	26.70992207	17283.03091	-0.014590636	-0.06294829733	0.1007777087	2.546414566	-19.00604015	26.70992193	17283.03061	0	
22974	1	5900002	800000	72032	0	0	-0	-0	0	2.546414547	-19.00604023	26.70992207	17283.03091	-0	-0	0	2.546414547	-19.00604023	26.70992207	17283.03091	0	
22974	1	5800001	800000	70032	5.555193638e-08	5.555193638e-08	0	0	-0	4.293679178	-18.66923044	21.58247584	16893.00153	0.05429726932	0.02193427252	-0.06168894209	4.293679105	-18.66923047	21.58247593	16893.00124	0	
22974	1	5800002	800000	70032	0	0	0	0	-0	4.293679178	-18.66923044	21.58247584	16893.00153	0	0	-0	4.293679178	-18.66923044	21.58247584	16893.00153	0	
22974	1	5700001	800000	72032	2.75176717e-08	2.75176717e-08	-0	-0	-0	1.590163244	-19.5775528	21.58738949	16693.12856	-0.03219819811	-0.008691918803	-0.05073383249	1.590163287	-19.57755278	21.58738956	16693.12826	0	
22974	1	5700002	800000	72032	0	0	-0	-0	-0	1.590163244	-19.5775528	21.58738949	16693.12856	-0	-0	-0	1.590163244	-19.5775528	21.58738949	16693.12856	0	
22974	1	5600001	800000	72032	6.450864021e-08	6.450864021e-08	-0	-0	0	0.6979826806	-18.65386565	22.56403297	16580.81965	-0.06877008189	-0.03621034625	0.05099897076	0.6979827725	-18.6538656	22.5640329	16580.81935	0	
22974	1	5600002	800000	72032	0	0	-0	-0	0	0.6979826806	-18.65386565	22.56403297	16580.81965	-0	-0	0	0.6979826806	-18.65386565	22.56403297	16580.81965	0	
23265	1	200019	0	22	4.43803	0	-1.201610048	-0.5543867339	0.7119198027	32.85482301	-14.38837101	21.74681983	2.629788545	-1.244876227	-1.510818854	3.982941106	33.38698056	-13.74252876	20.044199	2.623460296	0	
23265	1	200020	0	22	1.502677997	0	0.1233164293	0.2196131419	0.01409403011	-4.983422457	-31.84579936	44.16490487	2.787626943	-1.201610048	-0.5543867339	0.7119198027	32.85482301	-14.38837101	21.74681983	2.629788545	0	
23265	1	200021	0	22	0.2522608086	0.011103	0	0	0	8.413583003	-7.987190432	45.69606985	2.879041608	0.1233164293	0.2196131419	0.01409403011	-4.983422457	-31.84579936	44.16490487	2.787626943	0	
23265	1	600001	200000	11	0.2411578086	0.2411578086	0	0	0	8.429429328	-7.961235293	45.69898989	2.879180488	0.2862836758	0.4689120464	0.05275407951	8.413583003	-7.987190432	45.69606985	2.879041608	0	
23265	1	500001	200000	11	1.250417189	0.8512845911	0.3993962443	-0.586889942	-0.251520002	-5.262369555	-32.00875559	44.31182357	2.78886397	-1.324926477	-0.7739998759	0.6978257726	-4.983422457	-31.84579936	44.16490487	2.787626943	0	
23265	1	500002	200000	11	0.3991325977	0.3991325977	0	-0	-0	-5.226981813	-32.06075585	44.28953812	2.78913296	0.3993962443	-0.586889942	-0.251520002	-5.262369555	-32.00875559	44.31182357	2.78886397	0	
23265	1	400001	200000	11	2.935352003	0.3042618626	-0.7527519066	-2.543836721	1.604326343	32.85679897	-14.37937726	22.25608163	2.631428487	-0.04326617919	-0.9564321197	3.271021303	32.85482301	-14.38837101	21.74681983	2.629788545	0	
23265	1	400002	200000	11	2.63109014	0.3606617133	1.436402334	-1.227278523	1.97629803	33.03735041	-14.95767252	22.4357757	2.633198793	-0.7527519066	-2.543836721	1.604326343	32.85679897	-14.37937726	22.25608163	2.631428487	0	
23265	1	400003	200000	11	2.270428427	0.3996781865	-0.5611300665	-2.094064093	0.8435862441	33.31113214	-15.48776206	22.62487942	2.634958186	1.436402334	-1.227278523	1.97629803	33.03735041	-14.95767252	22.4357757	2.633198793	0	
23265	1	400004	200000	11	1.87075024	0.4256832041	0.6878083179	-0.8274805489	1.551537869	33.73097041	-16.08336999	22.75406548	2.63660337	-0.5611300665	-2.094064093	0.8435862441	33.31113214	-15.48776206	22.62487942	2.634958186	0	
23265	1	400005	200000	11	1.445067036	1.03231749	-0.5763539604	-0.0002706603773	0.5099091708	33.8893025	-16.27385435	23.11122638	2.638105354	0.6878083179	-0.8274805489	1.551537869	33.73097041	-16.08336999	22.75406548	2.63660337	0	
23265	1	400006	200000	11	0.4127495457	0.3103484194	-0.1754533749	0.1118722449	0.03411692213	33.83671695	-16.27387905	23.15774962	2.63838649	-0.5763539604	-0.0002706603773	0.5099091708	33.8893025	-16.27385435	23.11122638	2.638105354	0	
23265	1	400007	200000	11	0.04179683559	0.04179683559	-0	0	0	33.83533474	-16.27299772	23.15801839	2.638401016	-0.1754533749	0.1118722449	0.03411692213	33.83671695	-16.27387905	23.15774962	2.63838649	0	
23265	1	700001	400000	22	0.06060429072	0.011103	-0	0	0	33.40943608	-16.0526482	23.15781609	2.639991457	-0.05381830803	0.02786520597	8.372927899e-06	33.83671695	-16.27387905	23.15774962	2.63838649	0	
23265	1	800001	700000	11	0.04950129072	0.04950129072	-0	-0	-0	33.40859072	-16.05432165	23.15663461	2.640009447	-0.08785398458	-0.1739133169	-0.1227860928	33.40943608	-16.0526482	23.15781609	2.639991457	0	
23296	1	11500016	10400000	22	0.2298314401	0	0.09166192179	0.1518161362	-0.125204664	43.1601827	-2.726215707	49.508349	5.860167149e+10	0.09608412002	0.2073097402	-0.02475892456	28.1778212	-35.05194724	53.368999	5.860167149e+10	0	
23296	1	11500017	10400000	22	0.2170858241	0	0.09166192179	0.1518161362	-0.125204664	49.1872	7.2561026	41.27580639	5.860167149e+10	0.09166192179	0.1518161362	-0.125204664	43.1601827	-2.726215707	49.508349	5.860167149e+10	0	
23296	1	12100001	11500000	11	0.01274561601	0.01274561601	0	0	0	43.16019156	-2.726104531	49.50855023	5.860167149e+10	0.004422198229	0.05549360401	0.1004457395	43.1601827	-2.726215707	49.508349	5.860167149e+10	0	
23348	1	4000020	3700000	-12	0.8370919987	0	0.2905897697	-0.2111130896	0.7561163029	25.66626943	-42.90970302	45.42580691	9.878892854e+10	0.2905897697	-0.2111130896	0.7561163029	15.91163834	-35.82297623	20.044199	9.878892854e+10	0	
24067	1	100035	0	2112	8.702784271e-08	0	-0.0111157044	-0.004468015746	-0.004075482359	36.7809786	22.55869713	25.05167251	72775.78396	0.0007694507129	-0.006090151601	0.01121849775	36.43752762	25.27708898	20.044199	71376.87244	0	
24067	1	100036	0	2112	8.52157882e-08	0	0.000822865518	-0.004341465124	-0.01243569575	34.53860008	21.65736131	24.22952271	73408.01852	-0.0111157044	-0.004468015746	-0.004075482359	36.7809786	22.55869713	25.05167251	72775.78396	0	
24067	1	100037	0	2112	9.268751455e-08	0	0.000822865518	-0.004341465124	-0.01243569575	34.81554144	20.1962097	20.044199	74462.80671	0.000822865518	-0.004341465124	-0.01243569575	34.53860008	21.65736131	24.22952271	73408.01852	0	
24067	1	2800001	100000	74032	1.999433152e-08	1.999433152e-08	0	-0	0	34.53860013	21.65736126	24.22952272	73408.01883	0.03732847751	-0.03666265434	0.00390995359	34.53860008	21.65736131	24.22952271	73408.01852	0	
24067	1	2800002	100000	74032	0	0	0	-0	0	34.53860013	21.65736126	24.22952272	73408.01883	0	-0	0	34.53860013	21.65736126	24.22952272	73408.01883	0	
24067	1	2700001	100000	74032	2.839078661e-08	2.839078661e-08	0	-0	-0	36.78097867	22.55869711	25.05167248	72775.78427	0.05457421328	-0.01894342857	-0.0239101027	36.7809786	22.55869713	25.05167251	72775.78396	0	
24067	1	2700002	100000	74032	0	0	0	-0	-0	36.78097867	22.55869711	25.05167248	72775.78427	0	-0	-0	36.78097867	22.55869711	25.05167248	72775.78427	0	
24497	1	500022	400000	22	0.1552880295	0	-0.05684599446	0.01759038157	-0.08034227876	-41.50476441	-24.6295769	35.1291748	3.359916036	0.11195479	0.05636956354	0.09166771186	-43.06030434	-25.4127958	33.8555108	3.352718966	0	
24497	1	500023	400000	22	0.09997884959	0.011103	-0	0	-0	-43.87454311	-23.89627437	31.77989008	3.373818615	-0.05684599446	0.01759038157	-0.08034227876	-41.50476441	-24.6295769	35.1291748	3.359916036	0	
24497	1	2900001	500000	11	0.08887584959	0.08887584959	0	0	0	-43.87423198	-23.89130561	31.78314768	3.373856504	0.01643127222	0.2624138703	0.1720430619	-43.87454311	-23.89627437	31.77989008	3.373818615	0	
24497	1	2800001	500000	11	0.05530917991	0.05530917991	0	0	0	-41.50291372	-24.62915174	35.13106068	3.359936747	0.1688007845	0.03877918198	0.1720099906	-41.50476441	-24.6295769	35.1291748	3.359916036	0	
24663	1	4100011	3600000	22	0.2249451154	0	0.1223877803	0.04131503781	0.06681817216	14.14558372	-16.11159875	34.9189843	10874.99738	-0.01433410595	0.1376423645	-0.1773398372	15.63686999	-30.43158284	53.368999	10874.91932	0	
24663	1	4100012	3600000	22	0.1454316652	0.011103	0	0	0	23.82223249	-12.84500539	40.20199525	10875.03574	0.1223877803	0.04131503781	0.06681817216	14.14558372	-16.11159875	34.9189843	10874.99738	0	
24663	1	4600001	4100000	11	0.1343286652	0.1343286652	0	-0	0	23.8321045	-12.84661002	40.20838819	10875.0358	0.3277728887	-0.05327715269	0.2122599154	23.82223249	-12.84500539	40.20199525	10875.03574	0	
